epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.32969,0.40866,0.25032,0.87078,0.67609,0.57458,0.6065,0.45243,1.14437,1.50099,1.45092,0.000541775,0.000541775,0.000541775
2,10.0518,0.39449,0.25234,0.87197,0.68153,0.60161,0.61136,0.4612,1.11341,1.55302,1.42421,0.00108658,0.00108658,0.00108658
3,15.0021,0.45686,0.27948,0.87718,0.70494,0.62075,0.64919,0.4657,1.20103,1.43582,1.57406,0.00162038,0.00162038,0.00162038
4,19.6035,0.49187,0.29517,0.88543,0.63219,0.59119,0.50803,0.38059,1.1462,2.17401,1.40195,0.00161749,0.00161749,0.00161749
5,24.32,0.47084,0.30362,0.8926,0.50863,0.62057,0.51604,0.38156,1.14454,1.98827,1.39038,0.00160099,0.00160099,0.00160099
6,29.1103,0.48959,0.30501,0.89353,0.49248,0.51878,0.50968,0.35195,1.14558,1.8349,1.42829,0.00158448,0.00158448,0.00158448
7,33.9119,0.48654,0.30203,0.89027,0.72487,0.63024,0.61165,0.45978,1.10918,1.48921,1.38628,0.00156798,0.00156798,0.00156798
8,38.5479,0.53429,0.3129,0.91946,0.64496,0.59749,0.59934,0.44784,1.12881,1.54741,1.42314,0.00155148,0.00155148,0.00155148
9,43.2015,0.53015,0.31462,0.90278,0.64819,0.57594,0.59446,0.43234,1.18344,1.56463,1.46952,0.00153497,0.00153497,0.00153497
10,47.8129,0.5051,0.31459,0.90183,0.61741,0.60301,0.58395,0.42901,1.15195,1.51538,1.42358,0.00151847,0.00151847,0.00151847
11,52.3254,0.53164,0.32081,0.90767,0.66324,0.65715,0.64073,0.47646,1.16398,1.36998,1.47968,0.00150197,0.00150197,0.00150197
12,56.8501,0.51117,0.30463,0.89749,0.6412,0.62334,0.58869,0.43757,1.13115,1.8943,1.37875,0.00148546,0.00148546,0.00148546
13,61.3581,0.5227,0.31174,0.90859,0.6088,0.61458,0.56971,0.40921,1.1558,1.67159,1.44436,0.00146896,0.00146896,0.00146896
14,65.8527,0.53925,0.31949,0.9204,0.53058,0.58577,0.49541,0.35025,1.23072,1.76268,1.52391,0.00145246,0.00145246,0.00145246
15,70.3673,0.53321,0.33536,0.90761,0.59797,0.53683,0.51607,0.37804,1.14274,1.55758,1.43303,0.00143595,0.00143595,0.00143595
16,74.8728,0.51903,0.30581,0.89162,0.67426,0.58358,0.61874,0.45406,1.14759,1.31972,1.46721,0.00141945,0.00141945,0.00141945
17,79.3589,0.51096,0.3025,0.89199,0.69597,0.57262,0.59109,0.42841,1.18069,1.61403,1.50203,0.00140295,0.00140295,0.00140295
18,83.8383,0.51029,0.3033,0.90716,0.71042,0.59482,0.64112,0.47182,1.15028,1.512,1.43884,0.00138644,0.00138644,0.00138644
19,88.3725,0.50608,0.30719,0.89888,0.61259,0.63276,0.62522,0.46953,1.13543,1.43032,1.41918,0.00136994,0.00136994,0.00136994
20,93.0732,0.50911,0.31322,0.90296,0.64833,0.5122,0.57035,0.429,1.11925,1.6493,1.40433,0.00135344,0.00135344,0.00135344
21,97.6166,0.50821,0.31475,0.89675,0.519,0.64175,0.60534,0.44276,1.20279,1.45983,1.4298,0.00133693,0.00133693,0.00133693
22,102.144,0.50573,0.31552,0.90643,0.6584,0.68233,0.65166,0.47611,1.13727,1.44329,1.37894,0.00132043,0.00132043,0.00132043
23,106.669,0.51236,0.30622,0.89411,0.67378,0.63908,0.64078,0.46044,1.18952,1.33593,1.46712,0.00130393,0.00130393,0.00130393
24,111.157,0.4853,0.30144,0.89609,0.6396,0.63908,0.64117,0.48474,1.11377,1.4315,1.38366,0.00128742,0.00128742,0.00128742
25,115.665,0.49584,0.29393,0.87687,0.61512,0.58248,0.59002,0.40403,1.1895,1.50703,1.48295,0.00127092,0.00127092,0.00127092
26,120.145,0.47633,0.29125,0.88832,0.6365,0.61696,0.60305,0.44335,1.13571,1.52022,1.40579,0.00125442,0.00125442,0.00125442
27,124.638,0.4752,0.28574,0.88942,0.71163,0.60086,0.64281,0.47399,1.09681,1.30768,1.40814,0.00123791,0.00123791,0.00123791
28,129.219,0.47765,0.29316,0.89529,0.68631,0.60477,0.64531,0.47614,1.13672,1.41385,1.43675,0.00122141,0.00122141,0.00122141
29,133.755,0.4941,0.29793,0.90449,0.6826,0.61744,0.62512,0.45014,1.13014,1.45271,1.41637,0.00120491,0.00120491,0.00120491
30,138.246,0.49321,0.3019,0.90431,0.59326,0.58928,0.58673,0.41447,1.14777,1.49231,1.44436,0.0011884,0.0011884,0.0011884
31,142.775,0.49073,0.30001,0.89272,0.59469,0.62537,0.56869,0.43736,1.13807,2.11998,1.42175,0.0011719,0.0011719,0.0011719
32,147.31,0.47519,0.29412,0.8859,0.60357,0.63442,0.60518,0.4413,1.14022,1.43242,1.41886,0.0011554,0.0011554,0.0011554
33,151.831,0.49458,0.30899,0.9051,0.72328,0.55571,0.61355,0.43192,1.1624,1.41816,1.48526,0.00113889,0.00113889,0.00113889
34,156.364,0.4965,0.29717,0.8961,0.61153,0.67528,0.60421,0.43713,1.12853,1.45547,1.44251,0.00112239,0.00112239,0.00112239
35,160.828,0.49555,0.29953,0.90216,0.70412,0.58475,0.57439,0.42076,1.14345,1.61144,1.43043,0.00110589,0.00110589,0.00110589
36,165.482,0.46898,0.29566,0.88698,0.72658,0.57938,0.65825,0.49885,1.09454,1.44382,1.44239,0.00108938,0.00108938,0.00108938
37,169.988,0.50308,0.30626,0.90128,0.59599,0.6277,0.57839,0.42996,1.15905,1.61888,1.42194,0.00107288,0.00107288,0.00107288
38,174.461,0.48811,0.28477,0.90338,0.58964,0.58961,0.61418,0.4538,1.11514,1.55564,1.44756,0.00105638,0.00105638,0.00105638
39,179.03,0.46993,0.28553,0.87901,0.58323,0.58884,0.59174,0.43988,1.1332,1.58339,1.42095,0.00103987,0.00103987,0.00103987
40,183.541,0.48749,0.29236,0.89487,0.69389,0.56735,0.61917,0.45391,1.10797,1.48826,1.39912,0.00102337,0.00102337,0.00102337
41,188.064,0.49638,0.29832,0.89827,0.68358,0.6067,0.63708,0.47312,1.10699,1.33425,1.40024,0.00100687,0.00100687,0.00100687
42,192.458,0.5034,0.29252,0.907,0.65807,0.60327,0.61556,0.45454,1.11023,1.44706,1.44674,0.000990365,0.000990365,0.000990365
43,196.911,0.46326,0.28121,0.88325,0.59,0.58082,0.62278,0.46341,1.12078,1.54166,1.45646,0.000973861,0.000973861,0.000973861
44,201.18,0.48569,0.30368,0.893,0.66999,0.54296,0.59951,0.46405,1.1107,1.75823,1.39961,0.000957358,0.000957358,0.000957358
45,205.469,0.46831,0.29053,0.90137,0.56166,0.54038,0.50995,0.36817,1.16429,1.61608,1.45219,0.000940855,0.000940855,0.000940855
46,209.715,0.44902,0.27706,0.89525,0.66884,0.58315,0.59293,0.44883,1.09992,1.69599,1.39328,0.000924352,0.000924352,0.000924352
47,213.972,0.46764,0.29319,0.88854,0.63034,0.54795,0.57696,0.42556,1.13835,1.61247,1.44607,0.000907848,0.000907848,0.000907848
48,218.209,0.4691,0.28532,0.88279,0.60371,0.58925,0.57376,0.43465,1.06347,1.73966,1.36059,0.000891345,0.000891345,0.000891345
49,222.503,0.46263,0.28293,0.87989,0.56571,0.59036,0.56054,0.41341,1.12425,1.70575,1.45693,0.000874842,0.000874842,0.000874842
50,226.726,0.45655,0.27089,0.8748,0.54248,0.60477,0.55818,0.40693,1.12823,1.63496,1.4278,0.000858338,0.000858338,0.000858338
51,230.95,0.4509,0.27694,0.8843,0.6636,0.54435,0.61669,0.46101,1.07806,1.43762,1.40568,0.000841835,0.000841835,0.000841835
