epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.586,0.36246,0.22313,0.85113,0.6498,0.63525,0.64668,0.49097,1.09082,1.3939,1.41032,0.000541775,0.000541775,0.000541775
2,10.4128,0.35535,0.22939,0.85498,0.60354,0.57258,0.5811,0.41794,1.15653,1.58308,1.45104,0.00108658,0.00108658,0.00108658
3,15.4881,0.42405,0.25053,0.86358,0.71009,0.59424,0.6433,0.47891,1.09423,1.35177,1.40604,0.00162038,0.00162038,0.00162038
4,20.2411,0.47259,0.26689,0.86819,0.64604,0.60329,0.61151,0.44971,1.13652,1.4562,1.44938,0.00161749,0.00161749,0.00161749
5,24.926,0.43944,0.26732,0.87503,0.65937,0.61003,0.62803,0.47125,1.10028,1.515,1.42669,0.00160099,0.00160099,0.00160099
6,29.5809,0.42559,0.26994,0.8672,0.67818,0.64519,0.64688,0.48757,1.08014,1.4307,1.37,0.00158448,0.00158448,0.00158448
7,34.1096,0.43535,0.27518,0.8678,0.61329,0.59008,0.54459,0.40414,1.102,1.70275,1.40455,0.00156798,0.00156798,0.00156798
8,40.612,0.48606,0.28607,0.89378,0.68468,0.52513,0.57745,0.43581,1.0972,1.49834,1.43598,0.00155148,0.00155148,0.00155148
9,47.0759,0.46599,0.27999,0.88347,0.71302,0.61696,0.62655,0.48117,1.08185,1.39874,1.39535,0.00153497,0.00153497,0.00153497
10,54.3959,0.48198,0.28542,0.88569,0.58502,0.61986,0.57455,0.41582,1.14564,1.47059,1.42201,0.00151847,0.00151847,0.00151847
11,61.2328,0.48246,0.29111,0.88679,0.49792,0.55253,0.51309,0.37388,1.14126,1.76996,1.4253,0.00150197,0.00150197,0.00150197
12,67.6729,0.46649,0.28402,0.87957,0.59087,0.58825,0.55842,0.42889,1.08242,1.82929,1.35885,0.00148546,0.00148546,0.00148546
13,74.9032,0.45876,0.27165,0.88188,0.61144,0.60588,0.59435,0.46876,1.05231,1.64595,1.42001,0.00146896,0.00146896,0.00146896
14,81.6538,0.47256,0.27722,0.88154,0.66437,0.58315,0.61051,0.4599,1.0814,1.55694,1.41073,0.00145246,0.00145246,0.00145246
15,88.4422,0.45734,0.27074,0.87797,0.65294,0.5934,0.65523,0.49215,1.10852,1.43236,1.42585,0.00143595,0.00143595,0.00143595
16,95.165,0.44359,0.2734,0.86532,0.69157,0.64531,0.66148,0.48832,1.10349,1.2879,1.40531,0.00141945,0.00141945,0.00141945
17,101.495,0.45864,0.28099,0.87,0.56066,0.6735,0.60959,0.4695,1.05737,1.68082,1.39315,0.00140295,0.00140295,0.00140295
