epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.28227,0.38689,0.2395,0.86148,0.69045,0.58731,0.64351,0.47521,1.12824,1.533,1.4494,0.000541775,0.000541775,0.000541775
2,9.98191,0.3807,0.23804,0.86186,0.66889,0.56375,0.59591,0.44158,1.1296,1.53664,1.46738,0.00108658,0.00108658,0.00108658
3,14.8778,0.42206,0.25544,0.86672,0.69323,0.58038,0.62621,0.46993,1.10131,1.39746,1.47135,0.00162038,0.00162038,0.00162038
4,19.4293,0.44799,0.27445,0.86883,0.55419,0.5824,0.45062,0.31862,1.13713,2.3457,1.43451,0.00161749,0.00161749,0.00161749
5,23.9472,0.458,0.28289,0.8845,0.6173,0.66676,0.65975,0.48415,1.14411,1.31655,1.45561,0.00160099,0.00160099,0.00160099
6,28.4744,0.47768,0.28428,0.88647,0.5402,0.55377,0.4796,0.33136,1.16411,1.74403,1.44004,0.00158448,0.00158448,0.00158448
7,33.0204,0.46246,0.28308,0.88069,0.65879,0.60101,0.60629,0.4399,1.14104,1.40616,1.45426,0.00156798,0.00156798,0.00156798
8,37.5118,0.51577,0.3008,0.908,0.60852,0.62098,0.62703,0.46761,1.10965,1.52565,1.4041,0.00155148,0.00155148,0.00155148
9,42.0297,0.53376,0.31276,0.90096,0.63239,0.61206,0.6016,0.45267,1.14254,1.53495,1.45047,0.00153497,0.00153497,0.00153497
10,46.5577,0.5188,0.31442,0.90434,0.60159,0.54185,0.55172,0.40545,1.12878,1.5607,1.47554,0.00151847,0.00151847,0.00151847
11,51.056,0.5366,0.32543,0.9104,0.55363,0.54321,0.52178,0.37687,1.12223,1.68166,1.47006,0.00150197,0.00150197,0.00150197
12,55.5721,0.5109,0.30777,0.895,0.51003,0.70455,0.54857,0.40358,1.19492,2.41374,1.48512,0.00148546,0.00148546,0.00148546
