epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.25093,0.71674,0.41114,0.92867,0.53128,0.64941,0.52889,0.38425,1.02656,1.74831,1.06883,0.000545744,0.000545744,0.000545744
2,11.9714,0.69987,0.4024,0.90949,0.48992,0.66522,0.50984,0.35649,1.07568,1.57531,1.08164,0.00109051,0.00109051,0.00109051
3,17.5521,0.71605,0.41726,0.92711,0.52926,0.64031,0.50759,0.35051,1.07511,1.62611,1.09598,0.00162427,0.00162427,0.00162427
4,23.0773,0.77201,0.45192,0.93183,0.44786,0.82688,0.479,0.35293,1.07861,1.88186,1.06371,0.00161749,0.00161749,0.00161749
5,28.6373,0.78302,0.45282,0.9381,0.49721,0.66035,0.51699,0.35194,1.17747,1.5452,1.13675,0.00160099,0.00160099,0.00160099
6,34.7834,0.78632,0.47656,0.94394,0.48997,0.71025,0.54026,0.30594,1.60831,1.53965,1.33334,0.00158448,0.00158448,0.00158448
7,40.3246,0.77965,0.46191,0.94756,0.47721,0.6558,0.49348,0.3513,1.04993,2.27659,1.04868,0.00156798,0.00156798,0.00156798
8,45.8934,0.7853,0.47623,0.94294,0.49479,0.67103,0.50922,0.30284,1.49437,2.08883,1.28752,0.00155148,0.00155148,0.00155148
9,51.4274,0.7551,0.47724,0.93343,0.4997,0.66252,0.53142,0.36343,1.10496,1.63229,1.08261,0.00153497,0.00153497,0.00153497
10,56.976,0.77369,0.4619,0.94616,0.38579,0.731,0.40729,0.29335,1.08669,2.86332,1.0865,0.00151847,0.00151847,0.00151847
11,62.5228,0.79579,0.48099,0.9511,0.37709,0.83815,0.45971,0.33362,1.08407,2.19636,1.08948,0.00150197,0.00150197,0.00150197
12,68.0877,0.79624,0.46288,0.95243,0.48942,0.65922,0.48719,0.34091,1.08233,1.91232,1.08603,0.00148546,0.00148546,0.00148546
13,73.6535,0.76843,0.45121,0.94142,0.48299,0.72294,0.53529,0.33635,1.39118,1.52921,1.19125,0.00146896,0.00146896,0.00146896
14,79.2109,0.79494,0.46891,0.94803,0.51481,0.65938,0.52158,0.38069,1.07455,1.93374,1.06969,0.00145246,0.00145246,0.00145246
15,84.8888,0.76681,0.47884,0.94438,0.48536,0.6745,0.50289,0.37029,1.05035,1.62183,1.06476,0.00143595,0.00143595,0.00143595
16,90.6393,0.76706,0.46741,0.94383,0.50845,0.71646,0.55298,0.40301,1.07275,1.52039,1.07217,0.00141945,0.00141945,0.00141945
17,98.4759,0.75526,0.46115,0.94143,0.46782,0.6767,0.49571,0.33535,1.24113,1.75582,1.11237,0.00140295,0.00140295,0.00140295
18,106.087,0.78604,0.48237,0.95256,0.5113,0.72165,0.55429,0.39488,1.0592,1.52509,1.07073,0.00138644,0.00138644,0.00138644
19,111.658,0.80306,0.4783,0.95403,0.50798,0.69922,0.53426,0.33746,1.43528,1.7035,1.23931,0.00136994,0.00136994,0.00136994
20,117.233,0.77843,0.4649,0.94612,0.50552,0.70689,0.52255,0.3699,1.05631,1.60089,1.06553,0.00135344,0.00135344,0.00135344
21,122.824,0.77667,0.44996,0.94376,0.52905,0.58953,0.50787,0.36894,1.04466,1.67932,1.06023,0.00133693,0.00133693,0.00133693
22,128.521,0.75488,0.43725,0.9415,0.48317,0.68999,0.53401,0.33892,1.35972,1.66846,1.19328,0.00132043,0.00132043,0.00132043
23,134.095,0.77774,0.4538,0.94832,0.48821,0.686,0.52637,0.3079,1.56629,1.6512,1.31547,0.00130393,0.00130393,0.00130393
24,139.655,0.78962,0.4539,0.95104,0.436,0.84412,0.50518,0.35508,1.18199,1.74595,1.13053,0.00128742,0.00128742,0.00128742
25,145.249,0.81344,0.45484,0.95482,0.47128,0.74496,0.50302,0.36556,1.05675,1.82515,1.06799,0.00127092,0.00127092,0.00127092
26,150.857,0.75545,0.42443,0.94193,0.56278,0.74266,0.6089,0.41517,1.17026,1.46334,1.10181,0.00125442,0.00125442,0.00125442
27,156.462,0.73876,0.43042,0.93371,0.48235,0.69181,0.54623,0.34542,1.42503,1.56578,1.23394,0.00123791,0.00123791,0.00123791
28,162.049,0.78709,0.48135,0.9501,0.51649,0.65051,0.52586,0.37338,1.05427,1.59725,1.05239,0.00122141,0.00122141,0.00122141
29,167.639,0.76623,0.44358,0.93564,0.53153,0.64151,0.55712,0.38211,1.09277,1.44236,1.09585,0.00120491,0.00120491,0.00120491
30,173.203,0.74541,0.44212,0.94389,0.56924,0.72947,0.59818,0.40104,1.18702,1.50557,1.10002,0.0011884,0.0011884,0.0011884
31,178.84,0.75789,0.45036,0.93145,0.50154,0.71792,0.54703,0.37241,1.11698,1.44531,1.08767,0.0011719,0.0011719,0.0011719
32,184.564,0.76411,0.44864,0.93839,0.49017,0.72815,0.51383,0.33558,1.25921,1.63818,1.14549,0.0011554,0.0011554,0.0011554
33,190.161,0.77309,0.44775,0.94688,0.52045,0.71149,0.56539,0.36993,1.27172,1.67384,1.15011,0.00113889,0.00113889,0.00113889
34,195.753,0.74615,0.4236,0.94128,0.42022,0.88259,0.56069,0.35743,1.38105,1.81692,1.17224,0.00112239,0.00112239,0.00112239
35,201.387,0.75365,0.43552,0.93845,0.51985,0.67678,0.49227,0.327,1.20499,1.93182,1.12249,0.00110589,0.00110589,0.00110589
36,207.023,0.74161,0.44196,0.92923,0.51251,0.63649,0.47343,0.32096,1.14021,2.02028,1.10335,0.00108938,0.00108938,0.00108938
37,212.645,0.75291,0.45184,0.93466,0.49695,0.70596,0.53178,0.37222,1.14271,1.56196,1.10561,0.00107288,0.00107288,0.00107288
38,218.273,0.76668,0.4403,0.94922,0.54617,0.60878,0.52911,0.37531,1.08233,1.49675,1.07233,0.00105638,0.00105638,0.00105638
39,223.898,0.74201,0.41261,0.93202,0.56074,0.62107,0.55338,0.39698,1.05215,1.55755,1.07752,0.00103987,0.00103987,0.00103987
40,229.518,0.75694,0.41816,0.937,0.46527,0.69921,0.52851,0.3659,1.11243,1.59247,1.11414,0.00102337,0.00102337,0.00102337
41,235.15,0.74408,0.41207,0.93457,0.48288,0.67409,0.49405,0.34489,1.14635,1.76965,1.12129,0.00100687,0.00100687,0.00100687
