epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.9373,0.52119,0.29745,0.8684,0.53795,0.61282,0.50312,0.36284,1.12775,2.12381,1.10196,0.000545744,0.000545744,0.000545744
2,20.6172,0.4627,0.27916,0.84816,0.55649,0.69549,0.60297,0.45575,1.04539,1.49206,1.09639,0.00109414,0.00109414,0.00109414
3,29.9942,0.51838,0.30182,0.86872,0.57696,0.62479,0.57942,0.43337,1.05463,1.61289,1.06602,0.0016352,0.0016352,0.0016352
4,39.3425,0.50844,0.2942,0.85654,0.52582,0.64509,0.51624,0.37481,1.10641,1.84938,1.1065,0.00163399,0.00163399,0.00163399
5,48.1142,0.5391,0.31225,0.86526,0.52789,0.67161,0.58654,0.40838,1.1004,1.51484,1.10386,0.00162299,0.00162299,0.00162299
6,57.1476,0.51136,0.30396,0.86265,0.61515,0.59332,0.57202,0.4159,1.09498,1.58571,1.11687,0.00161199,0.00161199,0.00161199
7,66.1962,0.52982,0.3069,0.87013,0.52283,0.60394,0.53351,0.40344,1.08328,1.97179,1.10697,0.00160099,0.00160099,0.00160099
8,75.9099,0.53352,0.31772,0.8636,0.57646,0.63941,0.56152,0.38357,1.16065,1.42176,1.14369,0.00158998,0.00158998,0.00158998
9,85.7995,0.49232,0.30313,0.85505,0.54905,0.6216,0.53212,0.35768,1.28718,1.92972,1.22717,0.00157898,0.00157898,0.00157898
10,96.0799,0.51223,0.30389,0.86751,0.47852,0.77717,0.52769,0.38711,1.05672,1.81613,1.08782,0.00156798,0.00156798,0.00156798
11,106.068,0.51251,0.30347,0.8644,0.51849,0.61272,0.50272,0.36131,1.09661,1.84737,1.11804,0.00155698,0.00155698,0.00155698
12,116.275,0.52451,0.30583,0.86623,0.47955,0.6308,0.4734,0.3457,1.04718,2.14151,1.11405,0.00154598,0.00154598,0.00154598
13,125.546,0.50554,0.2998,0.86207,0.46589,0.60457,0.44552,0.32966,1.07418,2.301,1.08035,0.00153497,0.00153497,0.00153497
14,134.57,0.53576,0.31857,0.86597,0.46721,0.63009,0.47494,0.33721,1.0914,2.2894,1.0828,0.00152397,0.00152397,0.00152397
15,144.222,0.52886,0.31213,0.86891,0.46991,0.81266,0.56073,0.40398,1.09219,1.88607,1.10158,0.00151297,0.00151297,0.00151297
16,153.902,0.51419,0.31705,0.86423,0.52947,0.58529,0.50315,0.36912,1.0418,1.73957,1.06197,0.00150197,0.00150197,0.00150197
