epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.08235,0.32676,0.20822,0.83792,0.66679,0.57511,0.6162,0.47999,1.05927,1.46627,1.42544,0.000541775,0.000541775,0.000541775
2,9.52585,0.31526,0.21038,0.83937,0.6388,0.58545,0.59925,0.4357,1.13957,1.57524,1.55066,0.00108658,0.00108658,0.00108658
3,13.8157,0.38483,0.2347,0.85016,0.71419,0.59441,0.62518,0.47648,1.078,1.41096,1.38575,0.00162038,0.00162038,0.00162038
4,18.1134,0.42652,0.24761,0.85193,0.66522,0.56093,0.54748,0.43725,1.02892,1.75093,1.3984,0.00161749,0.00161749,0.00161749
5,22.407,0.39766,0.23491,0.85997,0.66554,0.57607,0.57054,0.44398,1.07156,1.76339,1.38381,0.00160099,0.00160099,0.00160099
6,26.7134,0.37717,0.23074,0.8527,0.64856,0.65825,0.65599,0.49533,1.06959,1.36202,1.39082,0.00158448,0.00158448,0.00158448
7,31.4328,0.38135,0.2386,0.85167,0.63791,0.59224,0.59231,0.44749,1.03524,1.3723,1.38566,0.00156798,0.00156798,0.00156798
8,35.7187,0.42677,0.26639,0.87124,0.54236,0.76192,0.6499,0.4837,1.12225,1.61677,1.46126,0.00155148,0.00155148,0.00155148
9,40.0389,0.41929,0.2603,0.86324,0.65712,0.63367,0.65205,0.49122,1.07339,1.33866,1.36247,0.00153497,0.00153497,0.00153497
10,44.358,0.39845,0.24649,0.85924,0.64541,0.60394,0.5844,0.44223,1.07539,1.56588,1.40815,0.00151847,0.00151847,0.00151847
11,48.6347,0.42058,0.2544,0.86583,0.68354,0.58204,0.63832,0.47823,1.08346,1.43453,1.4358,0.00150197,0.00150197,0.00150197
12,52.9874,0.39801,0.24717,0.85456,0.59678,0.62833,0.57023,0.41981,1.1458,1.49065,1.50905,0.00148546,0.00148546,0.00148546
13,57.5459,0.39172,0.24125,0.85733,0.57824,0.6724,0.64861,0.4861,1.08569,1.36777,1.40862,0.00146896,0.00146896,0.00146896
14,61.8708,0.40893,0.25719,0.86253,0.61766,0.6048,0.5944,0.4606,1.09547,1.70871,1.38527,0.00145246,0.00145246,0.00145246
15,66.2175,0.398,0.24456,0.85538,0.64158,0.62306,0.6377,0.48713,1.12596,1.42273,1.45093,0.00143595,0.00143595,0.00143595
16,70.5833,0.41055,0.25433,0.8514,0.55318,0.64911,0.62215,0.46713,1.10403,1.57853,1.38013,0.00141945,0.00141945,0.00141945
17,74.8957,0.41274,0.2474,0.8538,0.56475,0.66214,0.62243,0.47041,1.06592,1.44309,1.41185,0.00140295,0.00140295,0.00140295
18,79.2467,0.41217,0.25014,0.86734,0.65403,0.62772,0.59983,0.4626,1.03753,1.72784,1.32249,0.00138644,0.00138644,0.00138644
19,83.6101,0.42486,0.25076,0.85899,0.66086,0.61741,0.61216,0.45454,1.10984,1.43986,1.41126,0.00136994,0.00136994,0.00136994
20,87.9269,0.42005,0.2478,0.86391,0.64475,0.59635,0.59661,0.45173,1.06893,1.66552,1.36023,0.00135344,0.00135344,0.00135344
21,92.3614,0.41716,0.24796,0.85903,0.64901,0.61384,0.58595,0.44829,1.09262,1.45669,1.44549,0.00133693,0.00133693,0.00133693
22,96.9045,0.40866,0.24913,0.86562,0.69442,0.57871,0.61622,0.46334,1.09216,1.60455,1.39418,0.00132043,0.00132043,0.00132043
23,101.352,0.42861,0.25001,0.85988,0.58626,0.60486,0.59216,0.43133,1.10186,1.56903,1.42468,0.00130393,0.00130393,0.00130393
24,105.77,0.40305,0.24613,0.86166,0.65584,0.63359,0.61393,0.45936,1.04513,1.46944,1.37243,0.00128742,0.00128742,0.00128742
25,110.119,0.39332,0.23797,0.83515,0.62215,0.60665,0.5798,0.44481,1.05888,1.72053,1.3559,0.00127092,0.00127092,0.00127092
26,114.445,0.39696,0.24221,0.85212,0.63308,0.58814,0.58808,0.4429,1.07288,1.60855,1.44744,0.00125442,0.00125442,0.00125442
27,119.047,0.40074,0.25395,0.85842,0.55356,0.57844,0.58041,0.43182,1.11109,1.6329,1.40871,0.00123791,0.00123791,0.00123791
28,123.427,0.40163,0.24659,0.86208,0.69446,0.56624,0.61442,0.46803,1.04585,1.34882,1.40787,0.00122141,0.00122141,0.00122141
29,127.758,0.40479,0.25566,0.86469,0.69568,0.58436,0.62694,0.4703,1.09445,1.64257,1.41508,0.00120491,0.00120491,0.00120491
