epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.22316,0.73502,0.41044,0.93163,0.51106,0.6881,0.57686,0.40533,1.07225,1.71148,1.0549,0.000545744,0.000545744,0.000545744
2,12.0424,0.75817,0.42363,0.92567,0.51007,0.65516,0.54473,0.38624,1.09013,1.69585,1.06547,0.00109051,0.00109051,0.00109051
3,17.7458,0.74573,0.43742,0.9356,0.52259,0.65152,0.53342,0.37709,1.08786,1.61459,1.07067,0.00162427,0.00162427,0.00162427
4,26.2279,0.81026,0.46893,0.94732,0.42327,0.66327,0.44066,0.30785,1.19536,2.5332,1.10768,0.00161749,0.00161749,0.00161749
5,36.2291,0.82589,0.50625,0.95825,0.45478,0.70376,0.53077,0.37776,1.07184,1.86537,1.06299,0.00160099,0.00160099,0.00160099
6,45.2028,0.82857,0.5064,0.96274,0.45761,0.67174,0.49308,0.25215,1.77466,1.71255,1.40584,0.00158448,0.00158448,0.00158448
7,53.8496,0.82948,0.50739,0.96445,0.50883,0.61283,0.51041,0.23432,2.02978,1.56598,1.56776,0.00156798,0.00156798,0.00156798
8,63.8355,0.82943,0.54223,0.95807,0.53465,0.61645,0.50368,0.29921,1.46607,1.63957,1.21579,0.00155148,0.00155148,0.00155148
9,73.1288,0.82296,0.50403,0.96064,0.52055,0.70691,0.54514,0.33905,1.37183,1.50934,1.21906,0.00153497,0.00153497,0.00153497
10,84.1714,0.82562,0.50166,0.96467,0.48153,0.676,0.53796,0.38395,1.10784,1.63651,1.0752,0.00151847,0.00151847,0.00151847
11,94.3995,0.84075,0.50431,0.96722,0.50256,0.67412,0.53131,0.3828,1.05426,1.60963,1.05005,0.00150197,0.00150197,0.00150197
12,104.872,0.83204,0.4967,0.9625,0.3497,0.86263,0.43999,0.30371,1.16919,2.30942,1.11192,0.00148546,0.00148546,0.00148546
13,116.341,0.82236,0.51518,0.95965,0.45579,0.64745,0.52836,0.38275,1.0577,1.37855,1.03778,0.00146896,0.00146896,0.00146896
14,126.463,0.83628,0.50926,0.96013,0.49991,0.69069,0.53834,0.37873,1.09885,1.4482,1.06652,0.00145246,0.00145246,0.00145246
15,135.629,0.81522,0.49997,0.96042,0.48043,0.70372,0.53592,0.35056,1.30785,1.58285,1.18425,0.00143595,0.00143595,0.00143595
16,146.129,0.80786,0.51164,0.95693,0.49403,0.66379,0.53735,0.35731,1.30384,1.7916,1.16562,0.00141945,0.00141945,0.00141945
17,155.768,0.80914,0.50704,0.95815,0.48903,0.70052,0.56315,0.40379,1.06222,1.76617,1.05114,0.00140295,0.00140295,0.00140295
18,165.344,0.82979,0.51158,0.96906,0.48126,0.70824,0.52055,0.25475,1.88856,1.75589,1.476,0.00138644,0.00138644,0.00138644
19,175.496,0.85337,0.50214,0.97013,0.49905,0.6755,0.5652,0.30732,1.68801,1.83512,1.34494,0.00136994,0.00136994,0.00136994
20,185.636,0.83693,0.49147,0.96409,0.46837,0.67846,0.4829,0.33098,1.11242,1.5465,1.07488,0.00135344,0.00135344,0.00135344
21,195.491,0.82259,0.47272,0.96055,0.47874,0.68573,0.51495,0.35822,1.0724,1.81714,1.07369,0.00133693,0.00133693,0.00133693
22,206.045,0.80335,0.45517,0.95564,0.40522,0.8951,0.53345,0.37494,1.13856,1.97097,1.09736,0.00132043,0.00132043,0.00132043
23,214.617,0.80794,0.48759,0.95891,0.49804,0.67103,0.51111,0.29721,1.61062,2.07194,1.29753,0.00130393,0.00130393,0.00130393
24,223.258,0.84276,0.49449,0.96759,0.39314,0.83188,0.44756,0.3211,1.12529,1.92111,1.08976,0.00128742,0.00128742,0.00128742
25,232.893,0.86242,0.49766,0.97278,0.44188,0.65331,0.46686,0.24181,1.86021,2.17458,1.47461,0.00127092,0.00127092,0.00127092
26,243.04,0.81356,0.46223,0.96126,0.50292,0.62479,0.50219,0.26978,1.72068,1.72282,1.37904,0.00125442,0.00125442,0.00125442
27,252.858,0.80339,0.45859,0.95034,0.51562,0.64711,0.49484,0.29955,1.37474,1.75804,1.19188,0.00123791,0.00123791,0.00123791
28,262.94,0.83331,0.51428,0.96712,0.50017,0.68229,0.52861,0.37346,1.08597,1.8204,1.05899,0.00122141,0.00122141,0.00122141
29,272.669,0.81425,0.46939,0.95611,0.47491,0.70899,0.52748,0.3558,1.21104,1.62388,1.13285,0.00120491,0.00120491,0.00120491
30,281.501,0.80509,0.47372,0.96522,0.47593,0.63427,0.46817,0.33913,1.04697,1.86144,1.04063,0.0011884,0.0011884,0.0011884
31,290.556,0.81243,0.4775,0.95112,0.4652,0.70048,0.47507,0.33923,1.04214,1.66358,1.03226,0.0011719,0.0011719,0.0011719
32,300.502,0.80655,0.46996,0.95239,0.50926,0.62752,0.51662,0.35659,1.11841,1.52446,1.08708,0.0011554,0.0011554,0.0011554
33,310.411,0.81963,0.46799,0.96437,0.40731,0.84113,0.48104,0.25573,1.77814,2.19179,1.41174,0.00113889,0.00113889,0.00113889
34,320.33,0.80378,0.48011,0.95871,0.47955,0.74295,0.5389,0.2753,1.83585,1.61278,1.43964,0.00112239,0.00112239,0.00112239
35,330.793,0.81522,0.47674,0.95649,0.48156,0.68327,0.49951,0.32869,1.15099,1.9657,1.08951,0.00110589,0.00110589,0.00110589
36,340.501,0.79494,0.46627,0.94541,0.46248,0.63554,0.47015,0.31291,1.18955,1.88053,1.11201,0.00108938,0.00108938,0.00108938
37,349.733,0.79298,0.45886,0.95082,0.46579,0.65152,0.50175,0.36183,1.06151,1.73659,1.07952,0.00107288,0.00107288,0.00107288
38,359.69,0.80995,0.4568,0.96252,0.40592,0.86013,0.51033,0.34508,1.23294,2.19458,1.13501,0.00105638,0.00105638,0.00105638
