epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8077,0.50561,0.29472,0.86293,0.55066,0.67281,0.53397,0.39707,1.03349,1.99463,1.0599,0.000545744,0.000545744,0.000545744
2,20.8347,0.4467,0.27114,0.84039,0.52435,0.70473,0.55628,0.39193,1.10186,1.80133,1.10298,0.00109414,0.00109414,0.00109414
3,30.6154,0.47226,0.28222,0.85878,0.57067,0.5693,0.52157,0.37109,1.10312,2.00131,1.08769,0.0016352,0.0016352,0.0016352
4,39.9523,0.46963,0.27886,0.84623,0.53569,0.62032,0.52521,0.38075,1.1225,2.10789,1.16073,0.00163399,0.00163399,0.00163399
5,48.7981,0.48819,0.29131,0.85136,0.59963,0.63259,0.53633,0.35258,1.28026,1.68592,1.2187,0.00162299,0.00162299,0.00162299
6,57.9061,0.48132,0.29402,0.85147,0.53625,0.65678,0.55438,0.40506,1.07155,1.92007,1.11707,0.00161199,0.00161199,0.00161199
7,66.5979,0.48666,0.29063,0.85946,0.61586,0.57875,0.51438,0.36309,1.0856,1.7243,1.09058,0.00160099,0.00160099,0.00160099
8,77.3451,0.48817,0.29866,0.84982,0.55376,0.68258,0.5394,0.40751,1.06341,1.90343,1.12379,0.00158998,0.00158998,0.00158998
9,86.7623,0.47618,0.29291,0.84794,0.53652,0.62409,0.50406,0.36875,1.04696,2.44848,1.09914,0.00157898,0.00157898,0.00157898
10,97.3273,0.49351,0.29389,0.85874,0.53864,0.61111,0.51406,0.36667,1.14406,1.82726,1.11407,0.00156798,0.00156798,0.00156798
11,107.099,0.4945,0.29764,0.85925,0.53615,0.67051,0.54169,0.38675,1.12375,1.91204,1.13958,0.00155698,0.00155698,0.00155698
12,116.275,0.49636,0.2983,0.85833,0.49567,0.50321,0.3614,0.24605,1.2485,3.6184,1.22339,0.00154598,0.00154598,0.00154598
13,125.665,0.47914,0.29253,0.855,0.52671,0.66327,0.53791,0.37863,1.16586,1.89528,1.14511,0.00153497,0.00153497,0.00153497
14,134.465,0.48773,0.28819,0.85561,0.49928,0.65459,0.47878,0.33149,1.1467,1.88623,1.12642,0.00152397,0.00152397,0.00152397
15,144.75,0.50737,0.29911,0.86115,0.47731,0.57363,0.40663,0.28719,1.17082,2.82993,1.16233,0.00151297,0.00151297,0.00151297
16,154.051,0.49301,0.28967,0.8575,0.51907,0.63065,0.51697,0.37297,1.07667,2.12463,1.08414,0.00150197,0.00150197,0.00150197
17,163.279,0.48733,0.2919,0.85696,0.57332,0.59057,0.51696,0.34656,1.2023,1.83459,1.17481,0.00149096,0.00149096,0.00149096
18,173.07,0.50562,0.30462,0.86144,0.49268,0.57054,0.43114,0.2868,1.21788,2.25733,1.15064,0.00147996,0.00147996,0.00147996
19,182.943,0.52115,0.30907,0.86599,0.51656,0.6208,0.5544,0.37451,1.20995,1.90008,1.1935,0.00146896,0.00146896,0.00146896
20,193.587,0.51803,0.30367,0.8651,0.54386,0.6364,0.46259,0.31416,1.14005,1.83865,1.16441,0.00145796,0.00145796,0.00145796
21,203.084,0.57637,0.31465,0.87624,0.50124,0.59872,0.4806,0.34209,1.16991,2.01701,1.16964,0.00144696,0.00144696,0.00144696
22,212.069,0.54214,0.30318,0.8698,0.56326,0.61592,0.50488,0.35597,1.13536,2.14743,1.11245,0.00143595,0.00143595,0.00143595
23,220.757,0.50396,0.29746,0.8643,0.51003,0.62028,0.44454,0.2902,1.12663,1.90832,1.12667,0.00142495,0.00142495,0.00142495
24,230.216,0.5134,0.29812,0.8618,0.53534,0.59034,0.44389,0.29347,1.22825,2.15387,1.17536,0.00141395,0.00141395,0.00141395
25,239.219,0.52156,0.30474,0.86586,0.50497,0.56548,0.34343,0.22963,1.19549,2.71389,1.19873,0.00140295,0.00140295,0.00140295
26,248.503,0.5115,0.3027,0.86532,0.48489,0.65454,0.49999,0.35747,1.14139,2.15355,1.13305,0.00139195,0.00139195,0.00139195
27,257.839,0.4908,0.30215,0.8605,0.52687,0.62165,0.49659,0.35239,1.07671,1.88367,1.11869,0.00138094,0.00138094,0.00138094
28,267.358,0.54554,0.31966,0.87229,0.48034,0.63506,0.48284,0.35292,1.08636,2.16877,1.10711,0.00136994,0.00136994,0.00136994
29,276.693,0.53251,0.29503,0.85891,0.50023,0.62714,0.50691,0.3572,1.15028,2.12998,1.15476,0.00135894,0.00135894,0.00135894
30,287.214,0.52706,0.30471,0.87208,0.54532,0.548,0.521,0.37151,1.12505,1.77917,1.11422,0.00134794,0.00134794,0.00134794
31,295.587,0.53552,0.30328,0.86435,0.53995,0.68031,0.55572,0.40086,1.08244,1.81491,1.11586,0.00133693,0.00133693,0.00133693
32,305.36,0.51106,0.29336,0.85896,0.49547,0.49119,0.4387,0.31181,1.10379,2.90805,1.134,0.00132593,0.00132593,0.00132593
33,314.964,0.49565,0.29546,0.86223,0.57291,0.53583,0.45882,0.32619,1.08947,2.68787,1.11058,0.00131493,0.00131493,0.00131493
34,324.153,0.49421,0.29207,0.86075,0.50753,0.62339,0.51545,0.30016,1.50122,1.80388,1.34635,0.00130393,0.00130393,0.00130393
35,333.704,0.54792,0.30535,0.87035,0.5108,0.52445,0.40965,0.27571,1.13602,2.16078,1.14237,0.00129293,0.00129293,0.00129293
36,342.333,0.53704,0.3013,0.86209,0.53869,0.65278,0.53804,0.38604,1.10735,1.97774,1.12935,0.00128192,0.00128192,0.00128192
37,350.976,0.5513,0.3136,0.87166,0.49196,0.49813,0.39053,0.27608,1.18084,2.25976,1.12378,0.00127092,0.00127092,0.00127092
38,359.513,0.54288,0.31262,0.87712,0.49479,0.55903,0.41379,0.29912,1.099,2.40903,1.11437,0.00125992,0.00125992,0.00125992
39,368.525,0.54489,0.30393,0.87141,0.50822,0.59408,0.47083,0.33562,1.12859,2.17554,1.11797,0.00124892,0.00124892,0.00124892
40,378.213,0.53633,0.30369,0.87403,0.49305,0.61334,0.48363,0.34577,1.08809,2.06782,1.10062,0.00123791,0.00123791,0.00123791
41,386.696,0.5356,0.30347,0.87191,0.49417,0.64657,0.5032,0.3629,1.09467,1.98987,1.12684,0.00122691,0.00122691,0.00122691
42,395.979,0.52702,0.30632,0.87103,0.50039,0.61483,0.46541,0.32931,1.16584,2.42569,1.16777,0.00121591,0.00121591,0.00121591
43,405.9,0.55458,0.31499,0.87132,0.45411,0.76071,0.51861,0.38565,1.08185,1.94356,1.09339,0.00120491,0.00120491,0.00120491
44,415.617,0.53771,0.31216,0.86992,0.51316,0.52257,0.43658,0.29677,1.22767,1.91482,1.16418,0.00119391,0.00119391,0.00119391
45,424.739,0.51433,0.29517,0.86196,0.54175,0.667,0.58343,0.42032,1.109,1.5456,1.13083,0.0011829,0.0011829,0.0011829
46,434.249,0.5432,0.31087,0.87848,0.52607,0.59382,0.43731,0.30405,1.1356,1.90421,1.12128,0.0011719,0.0011719,0.0011719
47,443.909,0.54018,0.3061,0.87082,0.5831,0.53762,0.4597,0.32562,1.08822,1.84437,1.10002,0.0011609,0.0011609,0.0011609
48,454.126,0.53464,0.30837,0.87488,0.4808,0.62479,0.41716,0.30017,1.06576,1.97835,1.0929,0.0011499,0.0011499,0.0011499
49,463.109,0.52916,0.31252,0.87323,0.53253,0.56532,0.43365,0.31434,1.07989,2.19977,1.12839,0.00113889,0.00113889,0.00113889
50,471.971,0.54164,0.31454,0.8791,0.53886,0.65827,0.55563,0.40946,1.04371,1.68917,1.10543,0.00112789,0.00112789,0.00112789
51,481.338,0.53558,0.30282,0.86773,0.53427,0.6472,0.54501,0.4037,1.07006,1.80654,1.11306,0.00111689,0.00111689,0.00111689
52,490.271,0.5292,0.30249,0.86647,0.54371,0.63014,0.48527,0.34934,1.07497,1.98023,1.10593,0.00110589,0.00110589,0.00110589
53,499.406,0.5324,0.3153,0.87384,0.535,0.65778,0.49554,0.35591,1.07893,1.86714,1.10627,0.00109489,0.00109489,0.00109489
54,509.293,0.53217,0.31222,0.87624,0.58221,0.5721,0.46781,0.33698,1.09533,1.93772,1.11584,0.00108388,0.00108388,0.00108388
55,518.429,0.53507,0.30359,0.86535,0.50955,0.65551,0.51961,0.37949,1.04224,1.78772,1.1075,0.00107288,0.00107288,0.00107288
56,527.847,0.53461,0.30695,0.86989,0.56884,0.67073,0.60736,0.41112,1.20364,1.50738,1.1941,0.00106188,0.00106188,0.00106188
57,536.941,0.51926,0.29996,0.86658,0.55932,0.65788,0.56855,0.41251,1.09345,1.66977,1.14747,0.00105088,0.00105088,0.00105088
58,546.407,0.53411,0.3119,0.8762,0.52035,0.57766,0.49033,0.35643,1.09265,1.9911,1.10795,0.00103987,0.00103987,0.00103987
59,555.912,0.53469,0.30404,0.87351,0.54878,0.54973,0.46511,0.3298,1.17544,1.90568,1.15144,0.00102887,0.00102887,0.00102887
60,565.278,0.53367,0.30566,0.8786,0.61263,0.6028,0.56142,0.40482,1.07549,1.52239,1.10802,0.00101787,0.00101787,0.00101787
61,574.595,0.53834,0.31126,0.87427,0.54873,0.61733,0.51328,0.36994,1.06673,2.20572,1.10867,0.00100687,0.00100687,0.00100687
62,584.179,0.55062,0.30879,0.87716,0.50107,0.63431,0.5011,0.35878,1.10589,2.17033,1.13216,0.000995866,0.000995866,0.000995866
63,594.03,0.56191,0.31596,0.88657,0.44935,0.76844,0.49455,0.28567,1.64827,2.0597,1.41508,0.000984864,0.000984864,0.000984864
64,603.874,0.53128,0.29478,0.86874,0.60171,0.54986,0.52295,0.38434,1.07561,1.84946,1.12247,0.000973861,0.000973861,0.000973861
65,613.94,0.53826,0.32041,0.87279,0.50047,0.62479,0.47809,0.34048,1.08424,1.87522,1.10164,0.000962859,0.000962859,0.000962859
66,623.614,0.54949,0.30372,0.87232,0.52745,0.65116,0.51734,0.38182,1.07314,2.21454,1.12253,0.000951857,0.000951857,0.000951857
67,633.716,0.534,0.30199,0.87761,0.52862,0.60349,0.5026,0.36644,1.05028,2.08579,1.10209,0.000940855,0.000940855,0.000940855
68,643.042,0.535,0.31267,0.88097,0.48331,0.61084,0.4658,0.33147,1.15729,2.53706,1.12963,0.000929853,0.000929853,0.000929853
69,652.892,0.53995,0.30747,0.86959,0.50581,0.71396,0.57802,0.42456,1.07837,1.8618,1.11879,0.00091885,0.00091885,0.00091885
70,661.797,0.55464,0.31707,0.87289,0.52259,0.65305,0.56441,0.40828,1.10775,1.88275,1.13337,0.000907848,0.000907848,0.000907848
71,671.035,0.55553,0.32033,0.88501,0.52272,0.6329,0.54076,0.39594,1.11284,1.82983,1.14648,0.000896846,0.000896846,0.000896846
72,681.636,0.55638,0.31209,0.88223,0.53258,0.60483,0.5212,0.38091,1.10677,1.97048,1.15159,0.000885844,0.000885844,0.000885844
73,690.843,0.54038,0.30827,0.8764,0.53781,0.66577,0.55505,0.4074,1.06001,1.84951,1.08988,0.000874842,0.000874842,0.000874842
74,700.87,0.54711,0.30077,0.87833,0.52165,0.66781,0.51648,0.36921,1.1303,2.06001,1.15586,0.000863839,0.000863839,0.000863839
75,710.691,0.55833,0.32602,0.88549,0.56818,0.6002,0.55201,0.39879,1.05895,1.79398,1.11312,0.000852837,0.000852837,0.000852837
76,720.391,0.54136,0.30569,0.88115,0.44864,0.77694,0.53481,0.39737,1.05523,1.97415,1.09203,0.000841835,0.000841835,0.000841835
77,730.534,0.54393,0.30526,0.8763,0.56331,0.58077,0.50635,0.37423,1.04486,1.95728,1.07493,0.000830833,0.000830833,0.000830833
78,739.788,0.55974,0.31203,0.8777,0.51048,0.58196,0.45047,0.32288,1.13729,2.32943,1.10577,0.000819831,0.000819831,0.000819831
79,749.154,0.54208,0.30902,0.87283,0.56233,0.60308,0.50999,0.37899,1.04984,1.89004,1.09844,0.000808828,0.000808828,0.000808828
80,759.455,0.5511,0.31295,0.88322,0.52629,0.66369,0.56481,0.41343,1.09488,1.86236,1.112,0.000797826,0.000797826,0.000797826
