epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.02785,0.43794,0.2671,0.88122,0.60831,0.66275,0.61134,0.44926,1.13422,1.4751,1.42763,0.000541775,0.000541775,0.000541775
2,9.56519,0.43598,0.2716,0.88719,0.70946,0.59507,0.63415,0.46345,1.11142,1.30914,1.41725,0.00108658,0.00108658,0.00108658
3,14.0275,0.46229,0.28715,0.88396,0.67216,0.65418,0.66414,0.47307,1.21981,1.36639,1.50295,0.00162038,0.00162038,0.00162038
4,18.8431,0.53235,0.31807,0.90275,0.63658,0.56652,0.56889,0.4297,1.09303,1.62056,1.42113,0.00161749,0.00161749,0.00161749
5,23.3786,0.50851,0.32128,0.91198,0.6147,0.63273,0.57241,0.42531,1.1263,1.97064,1.38781,0.00160099,0.00160099,0.00160099
6,27.8861,0.54032,0.31806,0.91139,0.58148,0.64175,0.57896,0.43106,1.09278,1.74683,1.37566,0.00158448,0.00158448,0.00158448
7,32.3059,0.51402,0.31277,0.90658,0.59627,0.56638,0.52987,0.39096,1.11411,1.88927,1.38025,0.00156798,0.00156798,0.00156798
8,36.5825,0.55912,0.33421,0.93002,0.65657,0.58647,0.59443,0.43523,1.13206,1.56813,1.37972,0.00155148,0.00155148,0.00155148
9,40.8904,0.54019,0.34441,0.90962,0.61076,0.65105,0.59735,0.44089,1.22676,1.57885,1.47922,0.00153497,0.00153497,0.00153497
10,45.1644,0.5542,0.33858,0.92131,0.63768,0.6103,0.57721,0.42596,1.09887,1.60639,1.39569,0.00151847,0.00151847,0.00151847
11,49.4068,0.55299,0.34454,0.92089,0.57945,0.62898,0.60869,0.45088,1.15964,1.51541,1.47691,0.00150197,0.00150197,0.00150197
12,53.6481,0.5243,0.32565,0.90838,0.59152,0.55261,0.49838,0.37073,1.13941,2.57526,1.42842,0.00148546,0.00148546,0.00148546
13,57.9258,0.53443,0.33353,0.91865,0.55762,0.62666,0.57354,0.40085,1.20926,1.57494,1.41543,0.00146896,0.00146896,0.00146896
14,62.1867,0.56134,0.34758,0.93632,0.59293,0.50391,0.50758,0.37638,1.18208,1.91078,1.42234,0.00145246,0.00145246,0.00145246
15,66.4236,0.55376,0.34054,0.92239,0.64701,0.58213,0.58034,0.39843,1.18901,1.50026,1.49272,0.00143595,0.00143595,0.00143595
16,70.658,0.55132,0.32799,0.90973,0.69173,0.58674,0.57225,0.42928,1.09244,1.79678,1.35205,0.00141945,0.00141945,0.00141945
17,74.9461,0.54191,0.32335,0.90408,0.55769,0.66075,0.59263,0.45365,1.1561,1.56189,1.41197,0.00140295,0.00140295,0.00140295
18,79.1597,0.53606,0.31167,0.91587,0.71592,0.51912,0.60625,0.44353,1.15915,1.5221,1.44264,0.00138644,0.00138644,0.00138644
19,83.4211,0.54196,0.32271,0.91353,0.53189,0.67988,0.55975,0.40324,1.17114,1.65083,1.47154,0.00136994,0.00136994,0.00136994
20,87.6584,0.52803,0.34089,0.91245,0.54058,0.58819,0.56728,0.42702,1.06343,1.60451,1.382,0.00135344,0.00135344,0.00135344
21,91.8854,0.53602,0.32762,0.91128,0.49933,0.60588,0.52419,0.37192,1.21238,2.03888,1.41809,0.00133693,0.00133693,0.00133693
22,96.3395,0.52581,0.31956,0.91982,0.6184,0.61793,0.61884,0.45665,1.14065,1.56286,1.44278,0.00132043,0.00132043,0.00132043
23,100.572,0.55366,0.32591,0.9113,0.56012,0.62672,0.60222,0.45074,1.1055,1.56654,1.3986,0.00130393,0.00130393,0.00130393
24,104.806,0.5156,0.31966,0.9113,0.69555,0.58647,0.62341,0.47358,1.07881,1.44782,1.36262,0.00128742,0.00128742,0.00128742
25,109.061,0.534,0.31493,0.89156,0.69344,0.57068,0.62435,0.46668,1.13043,1.37258,1.39569,0.00127092,0.00127092,0.00127092
26,113.284,0.50274,0.31135,0.90352,0.54226,0.66685,0.55788,0.40885,1.13737,1.78493,1.42613,0.00125442,0.00125442,0.00125442
27,117.554,0.51539,0.31613,0.90638,0.53156,0.63525,0.60307,0.43628,1.16649,1.5349,1.50664,0.00123791,0.00123791,0.00123791
